ID,Title,Tags,Rating,Solved,Accepted
613E,Puzzle Lover,"dp, hashing, strings",3200,447,0
613D,Kingdom and its Cities,"dfs and similar, divide and conquer, dp, graphs, sortings, trees",2800,2428,0
613C,Necklace,"constructive algorithms, math",2500,965,0
613B,Skills,"binary search, brute force, dp, greedy, sortings, two pointers",1900,2104,0
613A,Peter and Snow Blower,"binary search, geometry, ternary search",1900,3154,0
612F,Simba on the Circle,dp,2600,354,0
612E,Square Root of Permutation,"combinatorics, constructive algorithms, dfs and similar, graphs, math",2200,1511,0
612D,The Union of k-Segments,"greedy, sortings",1800,3553,0
612C,Replace To Make Regular Bracket Sequence,"data structures, expression parsing, math",1400,7298,0
612B,HDD is Outdated Technology,"implementation, math",1200,6708,0
612A,The Text Splitting,"brute force, implementation, strings",1300,6887,0
611H,New Year  and Forgotten Tree,"constructive algorithms, flows, graphs",3200,549,1
611G,New Year and Cake,"geometry, two pointers",2900,414,1
611F,New Year and Cleaning,"binary search, implementation",2500,449,1
611E,New Year and Three Musketeers,"data structures, greedy, sortings",2400,848,1
611D,New Year and Ancient Prophecy,"dp, hashing, strings",2000,2430,1
611C,New Year and Domino,"dp, implementation",1500,8244,1
611B,New Year and Old Property,"bitmasks, brute force, implementation",1300,9404,1
611A,New Year and Days,implementation,900,11325,1
610E,Alphabet Permutations,"data structures, strings",2500,759,0
610D,Vika and Segments,"constructive algorithms, data structures, geometry, two pointers",2300,1397,0
610C,Harmony Analysis,constructive algorithms,1800,2762,0
610B,Vika and Squares,"constructive algorithms, implementation",1300,6906,0
610A,Pasha and Stick,"combinatorics, math",1000,21153,0
609F,Frogs and mosquitoes,"data structures, greedy",2500,1129,0
609E,Minimum spanning tree for each edge,"data structures, dfs and similar, dsu, graphs, trees",2100,6535,0
609D,Gadgets for dollars and pounds,"binary search, greedy, two pointers",2000,2471,0
609C,Load Balancing,"implementation, math",1500,6134,0
609B,The Best Gift,"constructive algorithms, implementation",1100,8613,0
609A,USB Flash Drives,"greedy, implementation, sortings",800,16095,0
608B,Hamming Distance Sum,"combinatorics, strings",1500,6343,0
608A,Saitama Destroys Hotel,"implementation, math",1000,8847,0
607E,Cross Sum,"binary search, geometry",3300,240,0
607D,Power Tree,"data structures, trees",2600,547,1
607C,Marbles,"hashing, strings",2500,767,1
607B,Zuma,dp,1900,10264,1
607A,Chain Reaction,"binary search, dp",1600,9116,1
606B,Testing Robots,implementation,1600,2713,0
606A,Magic Spheres,implementation,1200,7560,0
605E,Intergalaxy Trips,"probabilities, shortest paths",2700,1283,0
605D,Board Game,"data structures, dfs and similar",2500,777,0
605C,Freelancer's Dreams,geometry,2400,1070,0
605B,Lazy Student,"constructive algorithms, data structures, graphs",1700,3349,0
605A,Sorting Railway Cars,"constructive algorithms, greedy",1600,6950,0
604B,More Cowbell,"binary search, greedy",1400,8166,0
604A,Uncowed Forces,implementation,1000,8616,0
603E,Pastoral Oddities,"data structures, divide and conquer, dsu, math, trees",3000,1093,0
603D,Ruminations on Ruminants,"geometry, math",2900,332,0
603C,Lieges of Legendre,"games, math",2200,1792,0
603B,Moodular Arithmetic,"combinatorics, dfs and similar, dsu, math, number theory",1800,2510,0
603A,Alternative Thinking,"dp, greedy, math",1600,7435,0
602B,Approximating a Constant Range,"dp, implementation, two pointers",1400,10119,0
602A,Two Bases,"brute force, implementation",1100,8109,0
601E,A Museum Robbery,"data structures, dp",2800,770,0
601D,Acyclic Organic Compounds,"data structures, dfs and similar, dsu, hashing, strings, trees",2400,1041,0
601C,Kleofáš and the n-thlon,"dp, math, probabilities",2300,1268,0
601B,Lipshitz Sequence,"data structures, math",2100,1949,0
601A,The Two Routes,"graphs, shortest paths",1600,10973,0
600F,Edge coloring of bipartite graph,graphs,2800,616,0
600E,Lomsat gelral,"data structures, dfs and similar, dsu, trees",2300,11699,0
600D,Area of Two Circles' Intersection,geometry,2000,2077,0
600C,Make Palindrome,"constructive algorithms, greedy, strings",1800,5491,0
600B,Queries about less or equal elements,"binary search, data structures, sortings, two pointers",1300,25904,0
600A,Extract Numbers,"implementation, strings",1600,4739,0
599E,Sandy and Nuts,"bitmasks, dp, trees",2600,608,0
599D,Spongebob and Squares,"brute force, math",1900,2503,0
599C,Day at the Beach,sortings,1600,4520,0
599B,Spongebob and Joke,implementation,1500,4286,0
599A,Patrick and Shopping,implementation,800,27111,0
598F,Cut Length,geometry,2900,338,0
598E,Chocolate Bar,"brute force, dp",2000,4229,0
598D,Igor In the Museum,"dfs and similar, graphs, shortest paths",1700,9855,0
598C,Nearest vectors,"geometry, sortings",2300,3691,0
598B,Queries on a String,"implementation, strings",1300,10121,0
598A,Tricky Sum,math,900,23584,0
597C,Subsequences,"data structures, dp",1900,4317,0
597B,Restaurant,"dp, greedy, sortings",1600,4499,0
597A,Divisibility,math,1600,4354,0
596E,Wilbur and Strings,"dfs and similar, dp, graphs, strings",2500,380,1
596D,Wilbur and Trees,"dp, math, probabilities, sortings",2300,667,1
596C,Wilbur and Points,"combinatorics, greedy, sortings",1700,2226,1
596B,Wilbur and Array,"greedy, implementation",1100,9925,1
596A,Wilbur and Swimming Pool,"geometry, implementation",1100,7380,1
595B,Pasha and Phone,"binary search, math",1600,2867,0
595A,Vitaly and Night,"constructive algorithms, implementation",800,14019,0
594E,Cutting the Line,"string suffix structures, strings",3100,150,0
594D,REQ,"data structures, number theory",2500,1442,0
594C,Edo and Magnets,"brute force, greedy, implementation, two pointers",2300,665,0
594B,Max and Bike,"binary search, geometry",2500,472,0
594A,Warrior and Archer,games,2300,1677,0
593E,Strange Calculation and Cats,"dp, matrices",2400,390,0
593D,Happy Tree Party,"data structures, dfs and similar, graphs, math, trees",2400,1157,0
593C,Beautiful Function,"constructive algorithms, math",2200,267,0
593B,Anton and Lines,"geometry, sortings",1600,3913,0
593A,2Char,"brute force, implementation",1200,5618,0
592E,BCPC,"binary search, geometry, two pointers",2700,206,0
592D,Super M,"dfs and similar, dp, graphs, trees",2200,2282,0
592C,The Big Race,math,1800,3019,0
592B,The Monster and the Squirrel,math,1100,8328,0
592A,PawnChess,implementation,1200,6120,0
591B,Rebranding,"implementation, strings",1200,7924,0
591A,Wizards' Duel,"implementation, math",900,13428,0
590E,Birthday,"graph matchings, strings",3200,706,0
590D,Top Secret Task,dp,2300,1131,0
590C,Three States,"dfs and similar, graphs, shortest paths",2200,2546,0
590B,Chip 'n Dale Rescue Rangers,"binary search, geometry, math",2100,1674,0
590A,Median Smoothing,implementation,1700,3875,0
588B,Duff in Love,math,1300,13435,0
588A,Duff and Meat,greedy,900,21857,0
587F,Duff is Mad,"data structures, strings",3000,910,0
587E,Duff as a Queen,data structures,2900,662,0
587D,Duff in Mafia,"2-sat, binary search",3100,649,0
587C,Duff in the Army,"data structures, trees",2200,3524,0
587B,Duff in Beach,dp,2100,1369,0
587A,Duff and Weight Lifting,greedy,1500,7240,0
586B,Laurenty and Shop,implementation,1300,5074,0
586A,Alena's Schedule,implementation,900,9612,0
585F,Digits of Number Pi,"dp, implementation, strings",3200,600,0
585E,Present for Vitalik the Philatelist ,"combinatorics, math, number theory",2900,1016,0
585D,Lizard Era: Beginning,meet-in-the-middle,2300,1500,0
585C,"Alice, Bob, Oranges and Apples",number theory,2400,950,0
585B,Phillip and Trains,"dfs and similar, graphs, shortest paths",1700,3410,0
585A,Gennady the Dentist,"brute force, implementation",1800,4098,0
584E,Anton and Ira,"constructive algorithms, greedy, math",2300,1385,0
584D,Dima and Lisa,"brute force, math, number theory",1800,8572,0
584C,Marina and Vasya,"constructive algorithms, greedy, strings",1700,6020,0
584B,Kolya and Tanya ,combinatorics,1500,11141,0
584A,Olesya and Rodion,math,1000,41138,0
583B,Robot's Task,"greedy, implementation",1200,8380,0
583A,Asphalting Roads,implementation,1000,11055,0
582E,Boolean Function,"bitmasks, dp, expression parsing",3000,468,0
582D,Number of Binominal Coefficients,"dp, math, number theory",3300,592,0
582C,Superior Periodic Subarrays,number theory,2400,715,0
582B,Once Again...,"constructive algorithms, dp, matrices",1900,3259,0
582A,GCD Table,"constructive algorithms, greedy, number theory",1700,7393,0
581F,Zublicanes and Mumocrates,"dp, trees, two pointers",2400,819,0
581E,Kojiro and Furrari,"dp, greedy",2800,184,0
581D,Three Logos,"bitmasks, brute force, constructive algorithms, geometry, implementation, math",1700,3313,0
581C,Developing Skills,"implementation, math, sortings",1400,7162,0
581B,Luxurious Houses,"implementation, math",1100,12624,0
581A,Vasya the Hipster,"implementation, math",800,64185,0
580E,Kefa and Watch,"data structures, hashing, strings",2500,1866,0
580D,Kefa and Dishes,"bitmasks, dp",1800,8753,0
580C,Kefa and Park,"dfs and similar, graphs, trees",1500,37814,0
580B,Kefa and Company,"binary search, sortings, two pointers",1500,23730,0
580A,Kefa and First Steps,"brute force, dp, implementation",900,79976,0
579B,Finding Team Member,"brute force, implementation, sortings",1300,5167,0
579A,Raising Bacteria,bitmasks,1000,52790,0
578F,Mirror Box,"matrices, trees",3200,492,0
578E,Walking!,"constructive algorithms, greedy",2700,595,0
578D,LCS Again,"dp, greedy",2700,757,0
578C,Weakness and Poorness,ternary search,2000,4128,0
578B,"""Or"" Game","brute force, greedy",1700,5066,0
578A,A Problem about Polyline,"geometry, math",1700,4634,0
577B,Modulo Sum,"combinatorics, data structures, dp, two pointers",1900,11022,0
577A,Multiplication Table,"implementation, number theory",1000,36511,0
576E,Painting Edges,"binary search, data structures",3300,1046,0
576D,Flights for Regular Customers,"dp, matrices",2700,1255,0
576C,Points on Plane,"constructive algorithms, divide and conquer, geometry, greedy, sortings",2100,3106,0
576B,Invariance of Tree,"constructive algorithms, dfs and similar, greedy, trees",2100,1543,0
576A,Vasya and Petya's Game,"math, number theory",1500,12642,0
575I,Robots protection,data structures,2800,404,1
575H,Bots,"combinatorics, dp, math, number theory",1800,1597,1
575G,Run for beer,"dfs and similar, shortest paths",2200,842,1
575F,Bulbo,"dp, greedy",2100,974,1
575E,Spectator Riots,geometry,2800,230,1
575D,Tablecity,"constructive algorithms, implementation",1700,1794,1
575C,Party,"bitmasks, brute force, graph matchings",2700,203,1
575B,Bribes,"dfs and similar, graphs, trees",2200,1028,1
575A,Fibonotci,"data structures, math, matrices",2700,739,1
574B,Bear and Three Musketeers,"brute force, dfs and similar, graphs, hashing",1500,7497,0
574A,Bear and Elections,"greedy, implementation",1200,8719,0
573E,Bear and Bowling,"data structures, greedy",3200,1164,0
573D,Bear and Cavalry,"data structures, divide and conquer, dp",3000,418,0
573C,Bear and Drawing,"constructive algorithms, dfs and similar, trees",2300,947,0
573B,Bear and Blocks,"binary search, data structures, dp, math",1600,5569,1
573A,Bear and Poker,"implementation, math, number theory",1300,15691,1
572B,Order Book,"data structures, greedy, implementation, sortings",1300,6635,0
572A,Arrays,sortings,900,15812,0
571E,Geometric Progressions,math,3200,247,0
571D,Campus,"binary search, data structures, dsu, trees",3100,636,0
571C,CNF 2,"constructive algorithms, dfs and similar, graphs, greedy",2500,605,0
571B,Minimization,"dp, greedy, sortings",2000,2476,0
571A,Lengthening Sticks,"combinatorics, implementation, math",2100,1974,0
570E,Pig and Palindromes,"combinatorics, dp",2300,1753,0
570D,Tree Requests,"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees",2200,6283,0
570C,Replacement,"constructive algorithms, data structures, implementation",1600,8747,0
570B,Simple Game,"constructive algorithms, games, greedy, implementation, math",1300,15402,0
570A,Elections,implementation,1100,13505,0
569B,Inventory,"greedy, math",1200,6860,0
569A,Music,"implementation, math",1500,4691,0
568E,Longest Increasing Subsequence,"data structures, dp",3000,564,0
568D,Sign Posts,"brute force, geometry, math",2800,295,0
568C,New Language,"2-sat, greedy",2600,742,0
568B,Symmetric and Transitive,"combinatorics, dp, math",1900,2202,0
568A,Primes or Palindromes?,"brute force, implementation, math, number theory",1600,4966,0
567F,Mausoleum,dp,2400,547,0
567E,President and Roads,"dfs and similar, graphs, hashing, shortest paths",2200,1557,0
567D,One-Dimensional Battle Ships,"binary search, data structures, greedy, sortings",1700,4523,0
567C,Geometric Progression,"binary search, data structures, dp",1700,9153,0
567B,Berland National Library,implementation,1300,8132,0
567A,Lineland Mail,"greedy, implementation",900,29374,0
566G,Max and Min,geometry,2500,330,0
566F,Clique in the Divisibility Graph,"dp, math, number theory",1500,3420,0
566E,Restoring Map,"bitmasks, constructive algorithms, trees",3200,588,0
566D,Restructuring Company,"data structures, dsu",1900,2967,0
566C,Logistical Questions,"dfs and similar, divide and conquer, trees",3000,652,0
566B,Replicating Processes,"constructive algorithms, greedy",2600,247,0
566A,Matching Names,"dfs and similar, strings, trees",2300,845,1
560B,Gerald is into Art,"constructive algorithms, implementation",1200,7599,0
560A,Currency System in Geraldion,"implementation, sortings",1000,16434,0
559E,Gerald and Path,"dp, sortings",3000,826,0
559D,Randomizer,"combinatorics, geometry, probabilities",2800,401,0
559C,Gerald and Giant Chess,"combinatorics, dp, math, number theory",2200,5934,0
559B,Equivalent Strings,"divide and conquer, hashing, sortings, strings",1700,10187,0
559A,Gerald's Hexagon,"brute force, geometry, math",1600,10042,0
558E,A Simple Task,"data structures, sortings, strings",2300,5319,0
558D,Guess Your Way Out! II,"data structures, implementation, sortings",2300,1089,0
558C,Amr and Chemistry,"brute force, graphs, greedy, math, shortest paths",1900,3835,0
558B,Amr and The Large Array,implementation,1300,7551,0
558A,Lala Land and Apple Trees,"brute force, implementation, sortings",1100,9872,0
557E,Ann and Half-Palindrome,"data structures, dp, graphs, string suffix structures, strings, trees",2300,1030,0
557D,Vitaly and Cycle,"combinatorics, dfs and similar, graphs, math",2000,2115,0
557C,Arthur and Table,"brute force, data structures, dp, greedy, math, sortings",1900,3900,0
557B,Pasha and Tea,"constructive algorithms, implementation, math, sortings",1500,7023,0
557A,Ilya and Diplomas,"greedy, implementation, math",1100,8026,0
556B,Case of Fake Numbers,"brute force, implementation",1100,7666,0
556A,Case of the Zeros and Ones,greedy,900,36068,0
555E,Case of Computer Network,"dfs and similar, graphs, trees",2800,2052,0
555D,Case of a Top Secret,"binary search, implementation, math",2500,855,0
555C,Case of Chocolate,data structures,2200,1915,0
555B,Case of Fugitive,"data structures, greedy, sortings",2000,3655,0
555A,Case of Matryoshkas,implementation,1500,6314,0
554B,Ohana Cleans Up,"brute force, greedy, strings",1200,9327,0
554A,Kyoya and Photobooks,"brute force, math, strings",900,12411,0
553E,Kyoya and Train,"dp, fft, graphs, math, probabilities",3200,506,0
553D,Nudist Beach,"binary search, graphs, greedy",2300,963,0
553C,Love Triangles,"dfs and similar, dsu, graphs",2200,1705,0
553B,Kyoya and Permutation,"binary search, combinatorics, constructive algorithms, greedy, implementation, math",1900,2082,0
553A,Kyoya and Colored Balls,"combinatorics, dp, math",1500,8199,0
552E,Vanya and Brackets,"brute force, dp, expression parsing, greedy, implementation, strings",2100,1396,0
552D,Vanya and Triangles,"brute force, combinatorics, data structures, geometry, math, sortings",1900,4258,0
552C,Vanya and Scales,"brute force, dp, greedy, math, meet-in-the-middle, number theory",1900,5306,0
552B,Vanya and Books,"implementation, math",1200,14910,0
552A,Vanya and Table,"implementation, math",1000,9131,0
551E,GukiZ and GukiZiana,"binary search, data structures, implementation",2500,1622,0
551D,GukiZ and Binary Operations,"combinatorics, implementation, math, matrices, number theory",2100,1697,0
551C,GukiZ hates Boxes,"binary search, greedy",2200,3335,0
551B,ZgukistringZ,"brute force, constructive algorithms, implementation, strings",1800,3727,0
551A,GukiZ and Contest,"brute force, implementation, sortings",800,15720,0
550E,Brackets in Implications,"constructive algorithms, greedy, implementation, math",2200,1366,0
550D,Regular Bridge,"constructive algorithms, graphs, implementation",1900,3207,0
550C,Divisibility by Eight,"brute force, dp, math",1500,26210,0
550B,Preparing Olympiad,"bitmasks, brute force",1400,18353,0
550A,Two Substrings,"brute force, dp, greedy, implementation, strings",1500,34861,0
549H,Degenerate Matrix,"binary search, math",2100,1765,1
549G,Happy Line,"constructive algorithms, greedy, sortings",2200,2363,1
549F,Yura and Developers,"data structures, divide and conquer",2800,819,1
549E,Sasha Circle,"geometry, math",2700,144,0
549D,Haar Features,"greedy, implementation",1900,2111,1
549C,The Game Of Parity,games,2200,1694,1
549B,Looksery Party,"constructive algorithms, dfs and similar, graphs, greedy",2300,1455,1
549A,Face Detection,"implementation, strings",900,9135,1
548B,Mike and Fun,"brute force, dp, greedy, implementation",1400,8146,0
548A,Mike and Fax,"brute force, implementation, strings",1100,9644,0
547E,Mike and Friends,"data structures, string suffix structures, strings, trees",2800,1852,0
547D,Mike and Fish,"constructive algorithms, dfs and similar, graphs",2600,2335,0
547C,Mike and Foam,"bitmasks, combinatorics, dp, math, number theory",2300,2635,0
547B,Mike and Feet,"binary search, data structures, dp, dsu",1900,7818,0
547A,Mike and Frog,"brute force, greedy, implementation, math",2200,2293,0
546E,Soldier and Traveling,"flows, graphs, math",2100,3348,0
546D,Soldier and Number Game,"constructive algorithms, dp, math, number theory",1700,10909,0
546C,Soldier and Cards,"brute force, dfs and similar, games",1400,16527,0
546B,Soldier and Badges,"brute force, greedy, implementation, sortings",1200,16723,0
546A,Soldier and Bananas,"brute force, implementation, math",800,158065,0
545E,Paths and Trees,"graphs, greedy, shortest paths",2000,4252,0
545D,Queue,"greedy, implementation, sortings",1300,22936,0
545C,Woodcutters,"dp, greedy",1500,25228,0
545B,Equidistant String,greedy,1100,11162,0
545A,Toy Cars,implementation,900,11167,0
544B,Sea and Islands,"constructive algorithms, implementation",1400,7711,0
544A,Set of Strings,"implementation, strings",1100,7572,0
543E,Listening to Music,"constructive algorithms, data structures",3200,254,0
543D,Road Improvement,"dp, trees",2300,2450,0
543C,Remembering Strings,"bitmasks, dp",2500,1335,0
543B,Destroying Roads,"constructive algorithms, graphs, shortest paths",2100,3769,0
543A,Writing Code,dp,1800,7515,0
542F,Quest,"dp, greedy",2100,726,0
542E,Playing on Graph,"graphs, shortest paths",2600,797,0
542D,Superhero's Job,"dfs and similar, dp, hashing, math, number theory",2600,484,0
542C,Idempotent functions,"constructive algorithms, graphs, math",2000,1086,0
542B,Duck Hunt,data structures,3100,123,0
542A,Place Your Ad Here,"data structures, sortings",2400,517,0
540E,Infinite Inversions,"binary search, data structures, implementation, sortings, trees",2100,1929,0
540D,Bad Luck Island,"dp, probabilities",1900,5026,0
540C,Ice Cave,dfs and similar,2000,6806,0
540B,School Marks,"greedy, implementation",1700,4560,0
540A,Combination Lock,implementation,800,30859,0
538H,Summer Dichotomy,"2-sat, data structures, dfs and similar, greedy",3200,591,0
538G,Berserk Robot ,"constructive algorithms, math, sortings",3100,425,0
538F,A Heap of Heaps,"brute force, data structures, math, sortings",2200,1479,0
538E,Demiurges Play Again,"dfs and similar, dp, math, trees",2200,1481,0
538D,Weird Chess,"brute force, constructive algorithms, implementation",1800,2398,0
538C,Tourist's Notes,"binary search, brute force, greedy, implementation, math",1600,5724,0
538B,Quasi Binary,"constructive algorithms, dp, greedy, implementation",1400,17122,0
538A,Cutting Banner,"brute force, implementation",1400,6832,0
536E,Tavas on the Path,"data structures, divide and conquer, trees",3100,356,0
536D,Tavas in Kansas,"dp, games",2900,686,0
535E,Tavas and Pashmaks,"geometry, math",2600,776,0
535D,Tavas and Malekas,"greedy, hashing, string suffix structures, strings",1900,3676,0
535C,Tavas and Karafs,"binary search, greedy, math",1900,3675,0
535B,Tavas and SaDDas,"bitmasks, brute force, combinatorics, implementation",1100,20743,0
535A,Tavas and Nafas,"brute force, implementation",1000,11549,0
534F,Simplified Nonogram,"bitmasks, dp, hashing, meet-in-the-middle",2400,432,0
534E,Berland Local Positioning System,"constructive algorithms, greedy, hashing, implementation",2400,337,0
534D,Handshakes,"binary search, constructive algorithms, data structures, greedy",1900,2340,0
534C,Polycarpus' Dice,math,1600,4870,0
534B,Covered Path,"dp, greedy, math",1400,9602,0
534A,Exam,"constructive algorithms, implementation, math",1100,11762,0
533F,Encoding,"hashing, string suffix structures, strings",2400,847,0
533E,Correcting Mistakes,"constructive algorithms, dp, greedy, hashing, strings, two pointers",1800,2129,0
533D,Landmarks,"data structures, dp",3000,212,0
533C,Board Game,"games, greedy, implementation, math",1700,2118,0
533B,Work Group,"dfs and similar, dp, graphs, strings, trees",2000,2270,0
533A,Berland Miners,"binary search, data structures, dfs and similar, greedy, trees",3000,339,0
530I,Different variables,*special,2500,42,0
530H,Points in triangle,"*special, geometry",2100,118,0
530G,Levenshtein distance,*special,2100,136,0
530F,Jumping frogs,*special,2100,95,0
530E,Sum and product,*special,1700,299,0
530D,Set subtraction,*special,1600,443,0
530C,Diophantine equation,*special,1500,533,0
530B,String inside out,*special,1600,533,0
530A,Quadratic equation,*special,1500,663,0
529B,Group Photo 2 (online mirror version),"brute force, greedy, sortings",1900,838,0
528E,Triangles 3000,"geometry, sortings",3100,209,0
528D,Fuzzy Search,"bitmasks, brute force, fft",2500,1983,0
527E,Data Center Drama,"dfs and similar, graphs",2600,1772,0
527D,Clique Problem,"data structures, dp, greedy, implementation, sortings",1800,4492,0
527C,Glass Carving,"binary search, data structures, implementation",1500,6539,0
527B,Error Correct System,greedy,1500,3818,0
527A,Playing with Paper,"implementation, math",1100,13822,0
526G,Spiders Evil Plan,"greedy, trees",3300,668,0
526F,Pudding Monsters,"data structures, divide and conquer",3000,2129,1
526E,Transmitting Levels,"dp, implementation",2400,1043,1
526D,Om Nom and Necklace,"hashing, string suffix structures, strings",2200,2020,1
526C,Om Nom and Candies,"brute force, greedy, math",2000,2194,1
526B,Om Nom and Dark Park,"dfs and similar, greedy, implementation",1400,4438,1
526A,King of Thieves,"brute force, implementation",1300,4706,1
525E,Anya and Cubes,"binary search, bitmasks, brute force, dp, math, meet-in-the-middle",2100,2576,0
525D,Arthur and Walls,"constructive algorithms, data structures, graphs, greedy, shortest paths",2400,1583,0
525C,Ilya and Sticks,"greedy, math, sortings",1600,5657,0
525B,Pasha and String,"constructive algorithms, greedy, math, strings",1400,9038,0
525A,Vitaliy and Pie,"greedy, hashing, strings",1100,13236,0
524F,And Yet Another Bracket Sequence,"data structures, greedy, hashing, string suffix structures, strings",2700,513,1
524E,Rooks and Rectangles,"data structures, sortings",2400,1131,1
524D,Social Network,"greedy, two pointers",2100,929,1
524C,The Art of Dealing with ATM,"binary search, sortings",1900,1964,1
524B,Фото на память - 2 (round version),"dp, greedy",1700,1426,1
524A,"Возможно, вы знаете этих людей?",implementation,1600,1387,1
523D,Statistics of Recompressing Videos,"*special, data structures, implementation",1600,2211,0
523C,Name Quest,"*special, greedy",1400,2459,0
523B,Mean Requests,"*special, implementation",1500,936,0
523A,"Rotate, Flip and Zoom","*special, implementation",1200,2541,0
522D,Closest Equals,"*special, data structures",2000,2801,1
522C,Chicken or Fish?,greedy,2100,702,1
522B,Photo to Remember,"*special, data structures, dp, implementation",1100,8528,1
522A,Reposts,"*special, dfs and similar, dp, graphs, trees",1200,15300,1
521E,Cycling City,"dfs and similar, graphs",3100,874,0
521D,Shop,greedy,2800,1418,0
520E,Pluses everywhere,"combinatorics, dp, math, number theory",2200,1770,0
520D,Cubes,"games, greedy, implementation",2100,1525,0
520C,DNA Alignment,"math, strings",1500,4049,0
520B,Two Buttons,"dfs and similar, graphs, greedy, implementation, math, shortest paths",1400,45563,0
520A,Pangram,"implementation, strings",800,83850,0
519E,A and B and Lecture Rooms,"binary search, data structures, dfs and similar, dp, trees",2100,5985,0
519D,A and B and Interesting Substrings,"data structures, dp, two pointers",1800,6168,0
519C,A and B and Team Training,"greedy, implementation, math, number theory",1300,18940,0
519B,A and B and Compilation Errors,"data structures, implementation, sortings",1100,36484,0
519A,A and B and Chess,implementation,900,18210,0
518F,Pasha and Pipe,"binary search, brute force, combinatorics, dp, implementation",2300,340,0
518E,Arthur and Questions,"greedy, implementation, math, ternary search",2200,899,0
518D,Ilya and Escalator,"combinatorics, dp, math, probabilities",1700,6499,0
518C,Anya and Smartphone,"constructive algorithms, data structures, implementation",1600,5879,0
518B,Tanya and Postcard,"greedy, implementation, strings",1400,7695,0
518A,Vitaly and Strings,"constructive algorithms, strings",1600,8844,0
516E,Drazil and His Happy Friends,"math, number theory",3100,446,0
516D,Drazil and Morning Exercise,"dfs and similar, dp, dsu, trees, two pointers",2800,1185,0
515E,Drazil and Park,data structures,2300,1989,0
515D,Drazil and Tiles,"constructive algorithms, greedy",2000,2743,0
515C,Drazil and Factorial,"greedy, math, sortings",1400,24050,0
515B,Drazil and His Happy Friends,"brute force, dsu, meet-in-the-middle, number theory",1300,7276,0
515A,Drazil and Date,math,1000,19024,0
514E,Darth Vader and Tree,"dp, matrices",2200,1331,0
514D,R2D2 and Droid Army,"binary search, data structures, two pointers",2000,3969,0
514C,Watto and Mechanism,"binary search, data structures, hashing, string suffix structures, strings",2000,6240,0
514B,Han Solo and Lazer Gun,"brute force, data structures, geometry, implementation, math",1400,19547,0
514A,Chewbaсca and Number,"greedy, implementation",1200,41829,0
513G3,Inversions problem,dp,3100,239,1
513G2,Inversions problem,"dp, probabilities",2400,614,1
513G1,Inversions problem,"brute force, dfs and similar, dp, meet-in-the-middle",1800,1743,1
513F2,Scaygerboss,flows,2800,301,1
513F1,Scaygerboss,flows,2700,288,1
513E2,Subarray Cuts,dp,2700,529,1
513E1,Subarray Cuts,dp,2600,449,1
513D2,Constrained Tree,"constructive algorithms, data structures",2600,358,1
513D1,Constrained Tree,dfs and similar,2400,424,1
513C,Second price auction,"bitmasks, probabilities",2000,1510,1
513B2,Permutations,"bitmasks, divide and conquer, math",1800,2547,1
513B1,Permutations,brute force,1400,3561,1
513A,Game,"constructive algorithms, math",800,19579,1
512E,Fox And Polygon,"constructive algorithms, divide and conquer",2900,494,1
512D,Fox And Travelling,"dp, trees",2900,912,1
510E,Fox And Dinner,flows,2300,2084,0
510D,Fox And Jumping,"bitmasks, brute force, dp, math",1900,5038,0
510C,Fox And Names,"dfs and similar, graphs, sortings",1600,14488,0
510B,Fox And Two Dots,dfs and similar,1500,13026,0
510A,Fox And Snake,implementation,800,72098,0
509F,Progress Monitoring,"dp, trees",2300,838,0
509E,Pretty Song,"math, strings",2000,1758,0
509D,Restoring Numbers,"constructive algorithms, math",2200,726,0
509C,Sums of Digits,"dp, greedy, implementation",2000,1949,0
509B,Painting Pebbles,"constructive algorithms, greedy, implementation",1300,9391,0
509A,Maximum in Table,"brute force, implementation",800,36365,0
508E,Arthur and Brackets,"dp, greedy",2200,1512,0
508D,Tanya and Password,"dfs and similar, graphs",2500,2930,1
508C,Anya and Ghosts,"constructive algorithms, greedy",1600,4357,0
508B,Anton and currency you all know,"greedy, math, strings",1300,21484,0
508A,Pasha and Pixels,brute force,1100,7581,0
507E,Breaking Good,"dfs and similar, dp, graphs, shortest paths",2100,2546,1
507D,The Maths Lecture,"dp, implementation",2200,1646,1
507C,Guess Your Way Out!,"implementation, math, trees",1700,4192,1
507B,Amr and Pins,"geometry, math",1400,23143,1
507A,Amr and Music,"greedy, implementation, sortings",1000,16372,1
506E,Mr. Kitayuta's Gift,"combinatorics, dp, matrices, strings",3000,631,0
506D,Mr. Kitayuta's Colorful Graph,"brute force, dfs and similar, dsu, graphs",2400,1945,0
505E,Mr. Kitayuta vs. Bamboos,"binary search, greedy",2900,1284,0
505D,Mr. Kitayuta's Technology,dfs and similar,2200,2368,0
505C,"Mr. Kitayuta, the Treasure Hunter","dfs and similar, dp, two pointers",1900,5864,0
505B,Mr. Kitayuta's Colorful Graph,"dfs and similar, dp, dsu, graphs",1400,11749,0
505A,Mr. Kitayuta's Gift,"brute force, implementation, strings",1100,6554,0
504E,Misha and LCP on Tree,"binary search, dfs and similar, hashing, string suffix structures, trees",3000,832,0
504D,Misha and XOR,bitmasks,2700,294,0
501E,Misha and Palindrome Degree,"binary search, combinatorics, implementation",2500,715,0
501D,Misha and Permutations Summation,data structures,2000,2284,0
